sampleid,oils,ketones,acetate,phenols,quantity0,soluble_mixture,length,maceration time,quantity1,ingredient1,ingredient0,soluble_components,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,quantity2,quantity3,quantity4,quantity5,quantity6,quantity7,quantity8,quantity9,quantity10,quantity11,quantity12,quantity13,quantity14,quantity15,quantity16,quantity17,PROPERTY:Diffusion Rate (10^6),PROPERTY: Staining Factor,PROPERTY: color wavelength,PROPERTY: color,PROPERTY: Survey Results
PER38-178,6,0,0,2,79.68,20.32,8,71,13.17,WATER,ETHYL ALCOHOL,7.15,CYMBOPOGON NARDUS HERB OIL,ORMENIS MULTICAULIS FLOWER OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,THUJA PLICATA LEAF OIL,STYRAX TONKINENSIS RESIN OIL,NEROL,2-O-CRESYLETHANOL,,,,,,,,,0.094827586,1.251724138,1.44137931,0.777586207,0.682758621,0.75862069,0.720689655,1.422413793,,,,,,,,,5971.430688,0.61,533.96,green,28
PER31-630,4,2,2,1,79.66,20.34,9,64,13.18,WATER,ETHYL ALCOHOL,7.16,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,ISOPENTYL CYCLOHEXYL ACETATE,DIMETHYLBUTYL ACETATE,4-METHYLPENT-3-EN-2-ONE,HEXENYLDIHYDROMETHYLFURANONE,DIMETHYLPHENYL CARBINOL,,,,,,,,0.451391304,1.323043478,1.447565217,0.155652174,0.840521739,0.373565217,0.217913043,1.167391304,1.182956522,,,,,,,,5977.259814,0.52,533.511,green,95
PER83-217,5,1,1,2,79.6,20.4,9,65,13.22,WATER,ETHYL ALCOHOL,7.18,HELICHRYSUM STOECHAS FLOWER OIL,ROSMARINUS OFFICINALIS FLOWER OIL,MELILOTUS OFFICINALIS HERB OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,RAVENSARA AROMATICA TWIG OIL,9-DECENYL ACETATE,4-METHYLPENT-3-EN-2-ONE,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,FARNESOL,,,,,,,,0.536527473,0.473406593,0.662769231,1.215076923,1.104615385,0.552307692,0.426065934,1.025714286,1.183516484,,,,,,,,5986.055243,0.67,533.12055,green,33
PER13-228,6,3,1,4,79.56,20.44,14,15,13.24,WATER,ETHYL ALCOHOL,7.2,THYMUS SERPILLUM OIL,EUCALYPTUS SPECIES LEAF OIL,PELARGONIUM CRISPUM LEAF OIL,LEVISTICUM OFFICINALE LEAF OIL,LAVANDULA SPICA HERB OIL,VITIS VINIFERA OIL,"2,4-HEXADIENYL ACETATE",2-HEPTYLCYCLOPENTANONE,PENTAMETHYL-CYCLOPENT-1-ENYL METHYL KETONE,2-FURYL METHYL KETONE,SANTALOL,CARVACROL,GERANIOL,CITROL,,,0.467284768,0.305165563,0.486357616,0.162119205,0.133509934,0.896423841,0.228874172,0.295629139,0.715231788,0.390993377,0.915496689,0.801059603,0.581721854,0.82013245,,,5992.93765,0.43,532.58,green,58
PER31-76,2,2,0,4,79.48,20.52,8,32,13.28,WATER,ETHYL ALCOHOL,7.24,VERBENA OFFICINALIS LEAF RECTIFIED OIL,COMMIPHORA ABYSSINICA GUM OIL,DIHYDROCARVONE,"2,6-DIMETHYL-4-HEPTANONE","2,6-DIMETHYL-4-HEPTANOL","ALPHA,ALPHA-DIMETHYL-VINYL-O-MENTHENEMETHANOL",TETRAMETHYL-HEXADECATETRAEN-3-OL,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,,,,,,,,,1.122703777,1.266640159,1.165884692,0.618926441,0.31666004,1.324214712,0.834831014,0.590139165,,,,,,,,,5993.4577,0.56,532.281225,green,40
PER96-376,2,3,0,2,79.47,20.53,7,45,13.29,WATER,ETHYL ALCOHOL,7.24,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,HELICHRYSUM STOECHAS FLOWER OIL,HEXENYLDIHYDROMETHYLFURANONE,TRANS-5-OCTENONE,METHOXYPHENYL-METHYLBUTANONE,"2-HEXYL-1,3-DIOXANOL",ISOPROPYLCYCLOHEXANOL,,,,,,,,,,1.697980456,1.815895765,1.179153094,0.282996743,0.047166124,0.542410423,1.674397394,,,,,,,,,,5995.8,0.56,532.1000933,green,26
PER17-395,3,2,1,3,79.46,20.54,9,88,13.29,WATER,ETHYL ALCOHOL,7.25,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,FOENICULUM VULGARE FRUIT OIL ,COMMIPHORA MYRRHA GUM OIL,METHYLCYCLOHEXENYL-BUTENYL ACETATE,AMYLCYCLOPENTANONE,4-METHYLPENT-3-EN-2-ONE,DIMETHYLBENZYL CARBINOL,METHOXY-METHYLBUTANETHIOL,AMYL ALCOHOL,,,,,,,,0.90625,1.244173729,1.228813559,0.983050847,0.030720339,0.998411017,0.921610169,0.337923729,0.59904661,,,,,,,,5997.038,0.51,532.0005,green,33
PER29-583,4,0,1,4,79.42,20.58,9,86,13.31,WATER,ETHYL ALCOHOL,7.27,EUCALYPTUS SPECIES LEAF OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,THUJA PLICATA LEAF OIL,IRIS PALLIDA ROOT OIL,"2,4-HEXADIENYL ACETATE",TETRAMETHYL-HEXADECATETRAEN-3-OL,METHYLOCTENOL,TRIMETHYL-2-CYCLOHEXENOL,ISOPROPYLCYCLOHEXANOL,,,,,,,,0.834004329,0.298982684,1.132987013,0.928419913,0.346190476,0.708116883,0.896948052,1.447705628,0.676645022,,,,,,,,5999.11577,0.5,531.78,green,45
PER88-429,3,3,0,2,79.41,20.59,8,19,13.32,WATER,ETHYL ALCOHOL,7.27,CYMBOPOGON NARDUS HERB OIL,PELARGONIUM CRISPUM LEAF OIL,LAVANDULA SPICA HERB OIL,GAMMA-NONALACTONE,GAMMA-CAPROLACTONE,2-HEPTYLCYCLOPENTANONE,CITROL,2-METHYLFURAN-3-THIOL,,,,,,,,,0.648624535,0.243234201,0.054052045,1.026988848,1.351301115,2.189107807,0.486468401,1.270223048,,,,,,,,,6003.853288,0.56,531.6521148,green,68
PER100-579,7,0,0,4,79.34,20.66,11,31,13.36,WATER,ETHYL ALCOHOL,7.3,COMMIPHORA ABYSSINICA GUM OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,MELILOTUS OFFICINALIS HERB OIL,THUJA PLICATA LEAF OIL,STYRAX BENZOIN RESIN OIL,STYRAX TONKINENSIS RESIN OIL,LAVANDULA SPICA HERB OIL,ISOBUTYL LINALOOL,TETRAMETHYL-HEXADECATETRAEN-3-OL,PENTAMETHYLCYCLOHEXANEPROPANOL,2-HEXENOL,,,,,,1.166056572,0.425124792,0.668053245,0.522296173,0.825956739,0.473710483,0.69234609,0.534442596,0.085024958,1.15391015,0.753078203,,,,,,6007,0.47,531.541175,green,26
PER6-431,4,1,2,2,79.29,20.71,9,21,13.39,WATER,ETHYL ALCOHOL,7.32,COMMIPHORA MYRRHA GUM OIL,LAVANDULA SPICA HERB OIL,STYRAX BENZOIN RESIN OIL,CYPERUS SCARIOSUS ROOT OIL,P-TERT-BUTYLPHENYL ACETATE,ETHYL CYCLOHEXYLACETATE,HEXENYLDIHYDROMETHYLFURANONE,2-O-CRESYLETHANOL,P-CRESOL,,,,,,,,0.509217391,1.018434783,0.084869565,0.997217391,1.400347826,1.548869565,0.636521739,0.339478261,0.785043478,,,,,,,,6008.090955,0.52,531.4729234,green,38
PER53-164,6,3,2,0,79.26,20.74,11,31,13.4,WATER,ETHYL ALCOHOL,7.34,FOENICULUM VULGARE FRUIT OIL ,EUCALYPTUS SPECIES LEAF OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,CITRUS NOBILIS LEAF OIL,DIMETHYL-5-HEXENYL ACETATE,ETHYL ACETATE,TRANS-5-OCTENONE,2-CARENYL METHYL KETONE,2-HEPTYLCYCLOPENTANONE,,,,,,0.565604203,0.694150613,1.105499124,0.732714536,0.372784588,0.064273205,1.272609457,1.169772329,0.12854641,0.719859895,0.514185639,,,,,,6009.259,0.58,531.17115,green,77
PER100-158,7,2,2,3,79.24,20.76,14,44,13.41,WATER,ETHYL ALCOHOL,7.35,THUJA OCCIDENTALIS STEM OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,VITIS VINIFERA OIL,LAVANDULA SPICA HERB OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,COMMIPHORA MYRRHA GUM OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,METHYL-OCTAHYDRO-DIMETHYLAZULENYLETHYL ACETATE,GUAIACOL PHENYLACETATE,CYCLOHEXYLIDENECYCLOHEXANONE,"2,6-DIMETHYL-4-HEPTANONE",DIMETHYLBENZYL CARBINOL,METHOXY-METHYLBUTANETHIOL,SANTALOL,,,0.289298893,0.388745387,0.515313653,0.479151292,0.804612546,0.705166052,0.542435424,0.831734317,0.027121771,0.461070111,0.876937269,0.524354244,0.777490775,0.126568266,,,6010.985673,0.52,531.0005098,green,23
PER79-44,6,3,2,3,79.18,20.82,14,31,13.45,WATER,ETHYL ALCOHOL,7.37,CITRUS NOBILIS LEAF OIL,CYPERUS SCARIOSUS ROOT OIL,EUCALYPTUS SPECIES LEAF OIL,THUJA OCCIDENTALIS STEM OIL,PINUS MUGO PUMILIO TWIG LEAF OIL,THYMUS SERPILLUM OIL,M-TOLYL PHENYLACETATE,GAMMA-METHYLCINNAMYL ACETATE,NEOHESPERIDIN DIHYDROCHALCONE,TRANS-ROSE KETONE-5,HEXENYLDIHYDROMETHYLFURANONE,"2,3,6-TRIMETHYLPHENOL",2-DECENOL,METHOXY-METHYLBUTANETHIOL,,,0.282015306,0.206811224,0.037602041,0.836645408,0.92125,0.686237245,0.385420918,0.047002551,0.827244898,0.789642857,0.629834184,0.855446429,0.723839286,0.141007653,,,6016.96,0.48,530.68,green,75
PER27-338,5,1,1,4,79.17,20.83,11,46,13.45,WATER,ETHYL ALCOHOL,7.38,SANTALUM SPICATA WOOD OIL,LEVISTICUM OFFICINALE LEAF OIL,STYRAX BENZOIN RESIN OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,THUJA OCCIDENTALIS STEM OIL,ETHYL PHENYLACETATE,METHYLHEPTENONE ISOMERS,BETA-PINEN-3-OL,"6,8-DIMETHYL-2-NONANOL",PENTAMETHYLCYCLOHEXANEPROPANOL,CARVACROL,,,,,,0.62715415,1.166798419,1.298063241,0.787588933,0.510474308,0.452134387,0.02916996,0.816758893,1.268893281,0.306284585,0.116679842,,,,,,6022.4,0.5,530.4333563,green,50
PER98-420,4,1,1,1,79.16,20.84,7,32,13.46,WATER,ETHYL ALCOHOL,7.38,STYRAX BENZOIN RESIN OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,COMMIPHORA MYRRHA GUM OIL,GAMMA-METHYLENEDIHYDROCINNAMYL ACETATE,DIMETHYLCYCLOHEXENYL TERT-BUTYL KETONE,CYCLOHEXYLPROPANOL,,,,,,,,,,0.720703125,0.40359375,1.643203125,1.585546875,2.4215625,0.17296875,0.432421875,,,,,,,,,,6024.954153,0.51,530.39,green,31
PER88-226,3,2,1,4,79.14,20.86,10,63,13.47,WATER,ETHYL ALCOHOL,7.39,BAROSMA BETULINA LEAF OIL,SANTALUM SPICATA WOOD OIL,ARTEMISIA HERBA-ALBA HERB OIL,"3,5-DIMETHYLCYCLOHEXYLMETHYL ACETATE","3,4-DIHYDRO-6-METHYLNAPHTHALENONE",TRANS-ROSE KETONE-5,TRIMETHYLTRICYCLODODECANOL,GERANIOL,D-TRIMETHYL-3-CYCLOHEXENE-1-METHANOL,METHOXY-METHYLBUTANETHIOL,,,,,,,0.044163347,0.014721116,0.706613546,0.500517928,1.001035857,1.266015936,1.295458167,0.588844622,1.015756972,0.95687251,,,,,,,6031.24,0.64,530.262,green,85
PER87-6,5,2,1,1,79.15,20.85,9,78,13.46,WATER,ETHYL ALCOHOL,7.39,PIMENTA OFFICINALIS FRUIT OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,EUCALYPTUS SPECIES LEAF OIL,PINUS PALUSTRIS TWIG LEAF OIL,BAROSMA BETULINA LEAF OIL,METHYL CYCLOPENTYLIDENEACETATE,METHYLHEPTENONE ISOMERS,1-ACETONAPHTHONE,TRIMETHYL-2-CYCLOHEXENOL,,,,,,,,1.007194929,0.562155309,0.972060222,0.702694136,0.503597464,0.831521395,1.018906498,1.136022187,0.655847861,,,,,,,,6039.52898,0.48,529.83545,green,68
PER50-114,5,2,0,1,79.15,20.85,8,87,13.46,WATER,ETHYL ALCOHOL,7.39,EUCALYPTUS SMITHII LEAF OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,VITIS VINIFERA OIL,CITRUS AURANTIUM LEAF OIL,METHYLHEPTENONE ISOMERS,"3,4-DIHYDRO-8-METHYLNAPHTHALENONE",METHOXY-METHYLBUTANETHIOL,,,,,,,,,1.228822171,0.648545035,0.63147806,1.194688222,0.750946882,0.068267898,1.518960739,1.348290993,,,,,,,,,6046.091768,0.81,529.54,green,28
PER45-556,3,3,2,0,79.1,20.9,8,73,13.49,WATER,ETHYL ALCOHOL,7.41,JUNIPERUS MEXICANA WOOD OIL,THUJA OCCIDENTALIS STEM OIL,FOENICULUM VULGARE FRUIT OIL ,GAMMA-METHYLCINNAMYL ACETATE,METHYLCYCLOHEXENYL-BUTENYL ACETATE,4-METHYL-4-PHENYL-2-PENTANONE,3-BUTENYL PHENYL KETONE,GAMMA-DODECALACTONE,,,,,,,,,1.583816794,0.433664122,1.093587786,0.810763359,1.206717557,1.055877863,0.754198473,0.471374046,,,,,,,,,6046.574815,0.53,529.4645225,green,21
PER30-218,5,2,2,1,79.08,20.92,10,50,13.5,WATER,ETHYL ALCOHOL,7.42,PIMENTA OFFICINALIS FRUIT OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,MELILOTUS OFFICINALIS HERB OIL,SANTALUM SPICATA WOOD OIL,STYRAX BENZOIN RESIN OIL,M-CRESYL ACETATE,10-UNDECENYL ACETATE,AMYLCYCLOPENTANONE,4-METHYL-4-PHENYL-2-PENTANONE,SANTALOL,,,,,,,1.155681416,0.315185841,0.499044248,0.971823009,1.208212389,0.433380531,0.577840708,0.512176991,1.011221239,0.735433628,,,,,,,6049.196,0.6,528.951,green,46
PER77-356,6,0,0,1,79.08,20.92,7,58,13.5,WATER,ETHYL ALCOHOL,7.42,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,THUJA OCCIDENTALIS STEM OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,ANETHUM SOWA SEED OIL,CYPERUS SCARIOSUS ROOT OIL,THYMUS SERPILLUM OIL,CARVACROL,,,,,,,,,,1.875384615,0.135897436,0.896923077,0.108717949,1.141538462,0.788205128,2.473333333,,,,,,,,,,6050.3891,0.47,528.92,green,24
PER43-573,6,3,0,3,79.08,20.92,12,66,13.5,WATER,ETHYL ALCOHOL,7.42,THUJA OCCIDENTALIS STEM OIL,ARTEMISIA HERBA-ALBA HERB OIL,COMMIPHORA MYRRHA GUM OIL,MELILOTUS OFFICINALIS HERB OIL,COMMIPHORA ABYSSINICA GUM OIL,STYRAX BENZOIN RESIN OIL,TRANS-5-METHYL-2-HEPTEN-4-ONE,"3,4-DIHYDRO-7-METHYLNAPHTHALENONE",DIHYDROCARVONE,2-DODECENOL,SANTALOL,TRIMETHYL-2-CYCLOHEXENOL,,,,,0.680861423,0.041685393,1.333932584,0.972659176,0.361273408,0.903183521,0.180636704,0.708651685,1.27835206,0.319588015,0.25011236,0.38906367,,,,,6056.896623,0.51,528.6671638,green,58
PER13-358,7,0,1,1,79.02,20.98,9,46,13.53,WATER,ETHYL ALCOHOL,7.45,HELICHRYSUM STOECHAS FLOWER OIL,RAVENSARA AROMATICA TWIG OIL,ROSMARINUS OFFICINALIS FLOWER OIL,COMMIPHORA ABYSSINICA GUM OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,STYRAX TONKINENSIS RESIN OIL,IRIS PALLIDA ROOT OIL,CEDRENYL ACETATE,"6,8-DIMETHYL-2-NONANOL",,,,,,,,0.046953782,1.330357143,0.219117647,1.361659664,0.735609244,0.31302521,1.392962185,1.299054622,0.751260504,,,,,,,,6056.99,0.49,528.400475,green,38
PER42-64,2,1,2,2,78.97,21.03,7,73,13.56,WATER,ETHYL ALCOHOL,7.47,STYRAX TONKINENSIS RESIN OIL,ROSMARINUS OFFICINALIS FLOWER OIL,P-TERT-BUTYLPHENYL ACETATE,DIMETHYLBUTYL ACETATE,HYDROXYCITRONELLAL DIMETHYL ACETAL,AMYL ALCOHOL,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,,,,,,,,,,1.218670695,1.737734139,2.143957704,0.112839879,0.654471299,1.286374622,0.315951662,,,,,,,,,,6060.258,0.56,528.191,green,25
PER58-131,2,3,1,2,78.93,21.07,8,68,13.58,WATER,ETHYL ALCOHOL,7.49,STYRAX BENZOIN RESIN OIL,ARNICA MONTANA FLOWER OIL,CIS-3-HEPTENYL ACETATE,"2,6-DIMETHYL-4-HEPTANONE",BUTYLOXEPANONE,4-METHYL-4-PHENYL-2-PENTANONE,METHOXY-METHYLBUTANETHIOL,NEROL,,,,,,,,,1.382194514,1.008628429,0.429600998,1.755760599,0.541670823,0.803167082,1.307481297,0.261496259,,,,,,,,,6061.037407,0.47,527.9641163,green,31
PER99-26,6,3,1,0,78.89,21.11,10,67,13.6,WATER,ETHYL ALCOHOL,7.51,COMMIPHORA ABYSSINICA GUM OIL,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,IRIS PALLIDA ROOT OIL,CYPERUS SCARIOSUS ROOT OIL,MELILOTUS OFFICINALIS HERB OIL,RHODINYL ACETATE,"3,4-DIHYDRO-6-METHYLNAPHTHALENONE",GAMMA-NONALACTONE,CARVONE,,,,,,,0.264327122,1.337184265,0.435362319,1.508219462,0.093291925,0.62194617,0.824078675,1.010662526,0.482008282,0.932919255,,,,,,,6062,0.47,527.6125925,green,20
PER8-18,3,2,2,2,78.74,21.26,9,68,13.69,WATER,ETHYL ALCOHOL,7.57,ANETHUM SOWA SEED OIL,RAVENSARA AROMATICA TWIG OIL,ARTEMISIA HERBA-ALBA HERB OIL,TRANS-3-HEPTENYL ACETATE,9-DECENYL ACETATE,2-FURYL METHYL KETONE,CYCLOHEXYLCYCLOHEXANONE,PHENYLPENTANOL,2-DODECENOL,,,,,,,,1.446496815,0.433949045,1.711687898,0.578598726,1.012547771,0.626815287,0.265191083,1.398280255,0.096433121,,,,,,,,6062.45905,0.62,527.146,green,38
PER2-525,4,2,2,0,78.67,21.33,8,33,13.73,WATER,ETHYL ALCOHOL,7.6,EUCALYPTUS SPECIES LEAF OIL,ORMENIS MULTICAULIS FLOWER OIL,MYROCARPUS FRONDOSUS WOOD OIL,THUJOPSIS DOLABRATA LEAF OIL,METHYL CYCLOPENTYLIDENEACETATE,ETHYL PALMITATE,GAMMA-DODECALACTONE,PENTAMETHYL-CYCLOPENT-1-ENYL METHYL KETONE,,,,,,,,,0.876923077,1.127472527,1.273626374,1.252747253,1.753846154,0.062637363,1.023076923,0.22967033,,,,,,,,,6063.852389,0.57,526.9116884,green,29
PER20-454,2,1,2,0,78.64,21.36,5,54,13.74,WATER,ETHYL ALCOHOL,7.62,COMMIPHORA SCHIMPERI GUM OIL,STYRAX TONKINENSIS RESIN OIL,BENZYL ACETATE,DIMETHYL PHENYLETHYL CARBINYL ACETATE,PENTANEDIONE,,,,,,,,,,,,0.9525,2.605367647,1.064558824,1.848970588,1.148602941,,,,,,,,,,,,6070.138,0.51,526.8705,green,43
PER4-142,2,2,2,3,78.61,21.39,9,24,13.76,WATER,ETHYL ALCOHOL,7.63,THYMUS SERPILLUM OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,HEXYL ACETATE,TRANS-3-HEPTENYL ACETATE,HEXENYLDIHYDROMETHYLFURANONE,GAMMA-NONALACTONE,2-DODECENOL,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,PHENYLPENTANOL,,,,,,,,1.084834123,0.307369668,0.433933649,0.343530806,1.681492891,1.211398104,0.216966825,1.337962085,1.012511848,,,,,,,,6075.468,0.59,526.7489,green,50
PER30-239,3,0,0,3,78.61,21.39,6,26,13.76,WATER,ETHYL ALCOHOL,7.63,JUNIPERUS MEXICANA WOOD OIL,COMMIPHORA MYRRHA GUM OIL,CITRUS AURANTIUM LEAF OIL,ISOPROPYLCYCLOHEXANOL,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,ISOBUTYL LINALOOL,,,,,,,,,,,1.430625,1.731809211,0.752960526,1.029046053,1.9075,0.778059211,,,,,,,,,,,6084.279,0.56,526.3436775,green,22
PER4-266,4,0,1,0,78.6,21.4,5,69,13.76,WATER,ETHYL ALCOHOL,7.64,FOENICULUM VULGARE FRUIT OIL ,THUJA OCCIDENTALIS STEM OIL,LAVANDULA SPICA HERB OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,CIS-3-HEPTENYL ACETATE,,,,,,,,,,,,0.629176471,1.73772549,1.917490196,0.479372549,2.876235294,,,,,,,,,,,,6097.46,0.6,526.063,green,80
PER27-209,5,2,2,4,78.54,21.46,13,12,13.8,WATER,ETHYL ALCOHOL,7.66,HELICHRYSUM STOECHAS FLOWER OIL,RAVENSARA AROMATICA TWIG OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,MYROCARPUS FRONDOSUS WOOD OIL,ORMENIS MULTICAULIS FLOWER OIL,LAURYL ACETATE,"2,4-HEXADIENYL ACETATE",BUTYROPHENONE,PENTAMETHYL-CYCLOPENT-1-ENYL METHYL KETONE,"2,3,6-TRIMETHYLPHENOL",BETA-PINEN-3-OL,GUAIACOL,4-METHYLPENTAN-2-OL,,,,0.86483871,0.049419355,1.223129032,0.259451613,0.222387097,1.099580645,0.593032258,0.037064516,1.124290323,0.197677419,0.321225806,0.963677419,0.704225806,,,,6098.888179,0.4,525.9912964,green,37
PER55-29,4,1,2,4,78.48,21.52,11,34,13.83,WATER,ETHYL ALCOHOL,7.69,ROSMARINUS OFFICINALIS FLOWER OIL,PINUS PALUSTRIS TWIG LEAF OIL,SANTALUM SPICATA WOOD OIL,VITIS VINIFERA OIL,ETHYL PALMITATE,DIMETHYLBUTYL ACETATE,2-FURYL METHYL KETONE,DIPROPYLENE GLYCOL,GERANIOL,CYCLOHEXYLPROPANOL,GUAIACOL,,,,,,0.838012821,1.133782051,0.480625,1.035192308,1.220048077,0.41900641,1.146105769,0.640833333,0.345064103,0.369711538,0.06161859,,,,,,6099.336074,0.61,525.6,green,31
PER64-254,4,1,1,0,78.46,21.54,6,10,13.84,WATER,ETHYL ALCOHOL,7.7,STYRAX TONKINENSIS RESIN OIL,RAVENSARA AROMATICA TWIG OIL,ANETHUM SOWA SEED OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,ETHYL PHENOXYACETATE,CYCLOHEXYLIDENECYCLOHEXANONE,,,,,,,,,,,0.649042146,1.23908046,1.416091954,0.82605364,1.44559387,2.124137931,,,,,,,,,,,6102.2222,0.64,525.50345,green,62
PER80-590,5,0,1,2,78.43,21.57,8,66,13.86,WATER,ETHYL ALCOHOL,7.71,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,TRIGONELLA FOENUM-GRAECUM SEED OIL,CITRUS AURANTIUM LEAF OIL,FOENICULUM VULGARE VULGARE FRUIT OIL,CITRUS PARADISI M. PEEL OIL EXPRESSED,TRANS-DIHYDROPSEUDOIONYL ACETATE,SANTALOL,"2-HEXYL-1,3-DIOXANOL",,,,,,,,,2.436058632,0.753420195,2.360716612,0.301368078,0.251140065,0.828762215,0.728306189,0.050228013,,,,,,,,,6103.372645,0.74,525.474,green,43
PER74-171,3,2,0,1,78.4,21.6,6,35,13.87,WATER,ETHYL ALCOHOL,7.73,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,ROSMARINUS OFFICINALIS FLOWER OIL,EUCALYPTUS SMITHII LEAF OIL,3-BUTYL-4-METHYLPHENYL METHYL KETONE,CYCLOHEXYLIDENECYCLOHEXANONE,METHOXY-METHYLBUTANETHIOL,,,,,,,,,,,0.873156146,1.001561462,1.489501661,1.823355482,1.900398671,0.642026578,,,,,,,,,,,6109.944,0.56,525.2338056,green,45
PER80-388,4,0,0,1,78.37,21.63,5,12,13.89,WATER,ETHYL ALCOHOL,7.74,ORMENIS MULTICAULIS FLOWER OIL,EUCALYPTUS SPECIES LEAF OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,DIMETHYLPHENYL CARBINOL,,,,,,,,,,,,0.632596154,2.344326923,1.488461538,2.493173077,0.781442308,,,,,,,,,,,,6111.59,0.6,524.9804513,green,25
PER51-105,4,1,1,4,78.23,21.77,10,18,13.97,WATER,ETHYL ALCOHOL,7.8,JUNIPERUS MEXICANA WOOD OIL,ARTEMISIA HERBA-ALBA HERB OIL,THUJA OCCIDENTALIS STEM OIL,CYPERUS SCARIOSUS ROOT OIL,TRANS-3-HEPTENYL ACETATE,2-HEPTYLCYCLOPENTANONE,FARNESOL,ISOBUTYL LINALOOL,AMYL ALCOHOL,"2,6-DIMETHYL-4-HEPTANOL",,,,,,,0.790014265,0.745506419,0.812268188,0.890156919,0.623109843,0.645363766,0.534094151,1.001426534,0.734379458,1.023680456,,,,,,,6113.1531,0.48,524.78145,green,34
PER6-426,7,2,1,2,78.25,21.75,12,46,13.95,WATER,ETHYL ALCOHOL,7.8,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,CYPERUS SCARIOSUS ROOT OIL,PINUS PALUSTRIS TWIG LEAF OIL,STYRAX TONKINENSIS RESIN OIL,EUCALYPTUS SMITHII LEAF OIL,FOENICULUM VULGARE VULGARE FRUIT OIL,THYMUS SERPILLUM OIL,CIS-3-HEPTENYL ACETATE,NEOHESPERIDIN DIHYDROCHALCONE,METHYLHEPTENONE ISOMERS,CARVACROL,2-METHYLFURAN-3-THIOL,,,,,0.817021277,0.638297872,0.625531915,0.446808511,0.957446809,0.54893617,0.510638298,0.268085106,0.178723404,1.14893617,0.676595745,0.982978723,,,,,6114.892,0.82,524.5659104,green,47
PER69-8,5,0,1,4,78.21,21.79,10,15,13.98,WATER,ETHYL ALCOHOL,7.81,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,COMMIPHORA MYRRHA GUM OIL,ARTEMISIA HERBA-ALBA HERB OIL,MELILOTUS OFFICINALIS HERB OIL,PIMENTA OFFICINALIS FRUIT OIL,A-TERPINYL ACETATE,2-O-CRESYLETHANOL,"ALPHA,ALPHA-DIMETHYL-VINYL-O-MENTHENEMETHANOL",2-HEXENOL,SANTALOL,,,,,,,0.488125,0.10611413,0.445679348,1.061141304,0.360788043,2.037391304,1.188478261,1.485597826,0.424456522,0.212228261,,,,,,,6115.299098,0.52,524.2319629,green,61
